Title,Genre,Year,Rating,Runtime,Critic Score,Box Office
Behind Enemy Lines,Drama,2001,PG-13,106,37,58.8
Behind Enemy Lines,Action,2001,PG-13,106,37,58.8
Sidewalks of New York,Comedy,2001,R,108,57,2.1
Ocean's Eleven,Thriller,2001,PG-13,116,82,183.3
Ocean's Eleven,Crime,2001,PG-13,116,82,183.3
Not Another Teen Movie,Comedy,2001,R,89,28,37.9
Novocaine,Crime,2001,R,95,38,1.5
Novocaine,Comedy,2001,R,95,38,1.5
Novocaine,Drama,2001,R,95,38,1.5
Vanilla Sky,Fantasy,2001,R,136,41,100.5
Vanilla Sky,Mystery,2001,R,136,41,100.5
The Lord of the Rings: The Fellowship of the Ring,Adventure,2001,PG-13,178,91,313.8
The Lord of the Rings: The Fellowship of the Ring,Fantasy,2001,PG-13,178,91,313.8
How High,Comedy,2001,R,93,27,31.2
Jimmy Neutron: Boy Genius,Action,2001,G,82,75,80.9
Jimmy Neutron: Boy Genius,Adventure,2001,G,82,75,80.9
Jimmy Neutron: Boy Genius,Animation,2001,G,82,75,80.9
The Business of Strangers,Drama,2001,R,84,80,0.5
The Business of Strangers,Thriller,2001,R,84,80,0.5
The Majestic,Drama,2001,PG,152,42,27.7
Who Is Cletis Tout?,Crime,2001,R,92,23,0.0649
Who Is Cletis Tout?,Comedy,2001,R,92,23,0.0649
Ali,Drama,2001,R,157,67,58.2
Ali,Sport,2001,R,157,67,58.2
Ali,Biography,2001,R,157,67,58.2
Kate & Leopold,Fantasy,2001,PG-13,118,50,47.1
Kate & Leopold,Comedy,2001,PG-13,118,50,47.1
A Beautiful Mind,Biography,2001,PG-13,135,75,170.7
A Beautiful Mind,Drama,2001,PG-13,135,75,170.7
Impostor,Drama,2001,R,95,22,5.3
Impostor,Thriller,2001,R,95,22,5.3
Impostor,Sci-Fi,2001,R,95,22,5.3
The Royal Tenenbaums,Drama,2001,R,110,80,52.3
The Royal Tenenbaums,Comedy,2001,R,110,80,52.3
American Adobo,Comedy,2001,R,104,30,0.2
Black Hawk Down,History,2001,R,144,76,108.6
Black Hawk Down,Drama,2001,R,144,76,108.6
Black Hawk Down,Thriller,2001,R,144,76,108.6
Gosford Park,Drama,2001,R,137,85,41.3
Gosford Park,Mystery,2001,R,137,85,41.3
The Shipping News,Drama,2001,R,111,55,11.4
I Am Sam,Drama,2001,PG-13,132,34,40.3
Birthday Girl,Crime,2001,R,93,58,4.9
Birthday Girl,Thriller,2001,R,93,58,4.9
Birthday Girl,Comedy,2001,R,93,58,4.9
In the Bedroom,Drama,2001,R,130,93,35.7
In the Bedroom,Crime,2001,R,130,93,35.7
Super Troopers,Crime,2001,R,100,35,18.4
Super Troopers,Comedy,2001,R,100,35,18.4
Super Troopers,Mystery,2001,R,100,35,18.4
Monster's Ball,Drama,2001,R,111,85,31.3
Iris,Drama,2001,R,91,79,5.4
Iris,Biography,2001,R,91,79,5.4
The Mystic Masseur,Drama,2001,PG,117,52,0.3
The Mystic Masseur,Comedy,2001,PG,117,52,0.3
Kissing Jessica Stein,Drama,2001,R,97,84,7
Kissing Jessica Stein,Comedy,2001,R,97,84,7
Frailty,Drama,2001,R,100,73,13.1
Frailty,Thriller,2001,R,100,73,13.1
Frailty,Crime,2001,R,100,73,13.1
Human Nature,Comedy,2001,R,96,49,0.7
Human Nature,Drama,2001,R,96,49,0.7
Piñero,Biography,2001,R,103,43,0.2
Piñero,Drama,2001,R,103,43,0.2
The Other Side of Heaven,Adventure,2001,PG,113,29,4.4
The Other Side of Heaven,Biography,2001,PG,113,29,4.4
The Other Side of Heaven,Drama,2001,PG,113,29,4.4
Jason X,Thriller,2001,R,91,19,12.6
Jason X,Horror,2001,R,91,19,12.6
Jason X,Sci-Fi,2001,R,91,19,12.6
Monsoon Wedding,Drama,2001,R,114,95,13.7
Monsoon Wedding,Comedy,2001,R,114,95,13.7
The Cat's Meow,Drama,2001,PG-13,114,75,3.2
Dogtown and Z-Boys,Sport,2001,PG-13,91,92,1.2
Dogtown and Z-Boys,Documentary,2001,PG-13,91,92,1.2
CQ,Comedy,2001,R,88,67,0.3
CQ,Drama,2001,R,88,67,0.3
CQ,Sci-Fi,2001,R,88,67,0.3
Enigma,Mystery,2001,R,119,72,3.8
Enigma,Drama,2001,R,119,72,3.8
Thirteen Conversations About One Thing,Drama,2001,R,104,83,3
Festival in Cannes,Comedy,2001,PG-13,100,65,0.041
Lovely & Amazing,Drama,2001,R,91,86,4.2
Lovely & Amazing,Comedy,2001,R,91,86,4.2
Little Secrets,Family,2001,PG,96,60,0.4
Little Secrets,Drama,2001,PG,96,60,0.4
Little Secrets,Comedy,2001,PG,96,60,0.4
Knockaround Guys,Crime,2001,R,92,20,11.5
Knockaround Guys,Drama,2001,R,92,20,11.5
Knockaround Guys,Thriller,2001,R,92,20,11.5
Pokémon 4: The Movie,Animation,2001,G,75,14,1.6
Pokémon 4: The Movie,Action,2001,G,75,14,1.6
Pokémon 4: The Movie,Adventure,2001,G,75,14,1.6
The Man from Elysian Fields,Drama,2001,R,106,51,1.3
Cowboy Bebop: The Movie,Action,2001,R,115,64,0.9
Cowboy Bebop: The Movie,Animation,2001,R,115,64,0.9
Cowboy Bebop: The Movie,Crime,2001,R,115,64,0.9
The Safety of Objects,Drama,2001,R,121,49,0.0862
On_Line,Drama,2002,R,97,38,0.0257
Orange County,Drama,2002,PG-13,82,46,41
Orange County,Comedy,2002,PG-13,82,46,41
Snow Dogs,Family,2002,PG,99,24,81.1
Snow Dogs,Adventure,2002,PG,99,24,81.1
Snow Dogs,Comedy,2002,PG,99,24,81.1
State Property,Drama,2002,R,88,0,2.1
State Property,Action,2002,R,88,0,2.1
State Property,Crime,2002,R,88,0,2.1
A Walk to Remember,Drama,2002,PG,101,27,41.1
Kung Pow: Enter the Fist,Action,2002,PG-13,81,11,15.9
Kung Pow: Enter the Fist,Comedy,2002,PG-13,81,11,15.9
The Count of Monte Cristo,Action,2002,PG-13,131,73,54.1
The Count of Monte Cristo,Adventure,2002,PG-13,131,73,54.1
The Count of Monte Cristo,Drama,2002,PG-13,131,73,54.1
The Mothman Prophecies,Drama,2002,PG-13,119,52,35.2
The Mothman Prophecies,Horror,2002,PG-13,119,52,35.2
The Mothman Prophecies,Mystery,2002,PG-13,119,52,35.2
The Singles Ward,Drama,2002,PG,102,50,1.1
The Singles Ward,Comedy,2002,PG,102,50,1.1
Slackers,Comedy,2002,R,86,10,4.8
Big Fat Liar,Family,2002,PG,88,42,47.8
Big Fat Liar,Adventure,2002,PG,88,42,47.8
Big Fat Liar,Comedy,2002,PG,88,42,47.8
Collateral Damage,Drama,2002,R,108,19,40
Collateral Damage,Action,2002,R,108,19,40
Collateral Damage,Thriller,2002,R,108,19,40
Rollerball,Sci-Fi,2002,R,98,3,18.9
Rollerball,Action,2002,R,98,3,18.9
Rollerball,Sport,2002,R,98,3,18.9
Crossroads,Comedy,2002,PG-13,93,14,37.1
Crossroads,Drama,2002,PG-13,93,14,37.1
Crossroads,Music,2002,PG-13,93,14,37.1
Hart's War,War,2002,R,125,60,19
Hart's War,Drama,2002,R,125,60,19
John Q,Crime,2002,PG-13,116,23,71
John Q,Drama,2002,PG-13,116,23,71
John Q,Thriller,2002,PG-13,116,23,71
Return to Never Land,Animation,2002,G,72,45,48.3
Return to Never Land,Family,2002,G,72,45,48.3
Return to Never Land,Adventure,2002,G,72,45,48.3
Heaven,Drama,2002,R,97,74,0.6
Heaven,Crime,2002,R,97,74,0.6
Dragonfly,Fantasy,2002,PG-13,104,7,30.1
Dragonfly,Drama,2002,PG-13,104,7,30.1
Dragonfly,Mystery,2002,PG-13,104,7,30.1
Queen of the Damned,Fantasy,2002,R,101,17,30.3
Queen of the Damned,Horror,2002,R,101,17,30.3
Queen of the Damned,Drama,2002,R,101,17,30.3
We Were Soldiers,Drama,2002,R,138,63,78.1
We Were Soldiers,History,2002,R,138,63,78.1
We Were Soldiers,Action,2002,R,138,63,78.1
All About the Benjamins,Action,2002,R,95,30,25.5
All About the Benjamins,Comedy,2002,R,95,30,25.5
All About the Benjamins,Crime,2002,R,95,30,25.5
The Time Machine,Sci-Fi,2002,PG-13,96,29,56.7
The Time Machine,Action,2002,PG-13,96,29,56.7
The Time Machine,Adventure,2002,PG-13,96,29,56.7
Ice Age,Adventure,2002,PG,81,77,176.2
Ice Age,Comedy,2002,PG,81,77,176.2
Ice Age,Animation,2002,PG,81,77,176.2
Resident Evil,Horror,2002,R,100,33,39.5
Resident Evil,Action,2002,R,100,33,39.5
Resident Evil,Fantasy,2002,R,100,33,39.5
Showtime,Crime,2002,PG-13,95,25,37.9
Showtime,Action,2002,PG-13,95,25,37.9
Showtime,Comedy,2002,PG-13,95,25,37.9
Blade II,Action,2002,R,117,59,81.6
Blade II,Sci-Fi,2002,R,117,59,81.6
Blade II,Horror,2002,R,117,59,81.6
Sorority Boys,Comedy,2002,R,93,13,10.2
Clockstoppers,Thriller,2002,PG,94,29,36.9
Clockstoppers,Adventure,2002,PG,94,29,36.9
Clockstoppers,Sci-Fi,2002,PG,94,29,36.9
Death to Smoochy,Drama,2002,R,109,42,8.3
Death to Smoochy,Crime,2002,R,109,42,8.3
Death to Smoochy,Comedy,2002,R,109,42,8.3
Panic Room,Thriller,2002,R,112,76,95.3
The Rookie,Drama,2002,G,127,83,75.5
The Rookie,Family,2002,G,127,83,75.5
The Rookie,Sport,2002,G,127,83,75.5
Big Trouble,Comedy,2002,PG-13,85,48,7.3
Big Trouble,Crime,2002,PG-13,85,48,7.3
Big Trouble,Thriller,2002,PG-13,85,48,7.3
Van Wilder: Party Liaison,Comedy,2002,R,92,18,21
Changing Lanes,Thriller,2002,R,98,77,66.7
Changing Lanes,Drama,2002,R,98,77,66.7
The Sweetest Thing,Comedy,2002,R,88,26,24.4
The Scorpion King,Fantasy,2002,PG-13,92,41,90.3
The Scorpion King,Action,2002,PG-13,92,41,90.3
The Scorpion King,Adventure,2002,PG-13,92,41,90.3
Life or Something Like It,Comedy,2002,PG-13,103,28,14.4
Deuces Wild,Drama,2002,R,96,3,6
Deuces Wild,Action,2002,R,96,3,6
Deuces Wild,Crime,2002,R,96,3,6
Hollywood Ending,Comedy,2002,PG-13,112,47,4.8
The New Guy,Comedy,2002,PG-13,88,7,29
Unfaithful,Thriller,2002,R,124,49,52.7
Unfaithful,Drama,2002,R,124,49,52.7
Star Wars: Episode II - Attack of the Clones,Action,2002,PG,142,67,310.3
Star Wars: Episode II - Attack of the Clones,Adventure,2002,PG,142,67,310.3
Star Wars: Episode II - Attack of the Clones,Fantasy,2002,PG,142,67,310.3
About a Boy,Comedy,2002,PG-13,101,93,40.6
About a Boy,Drama,2002,PG-13,101,93,40.6
The Salton Sea,Drama,2002,R,103,62,0.6
The Salton Sea,Crime,2002,R,103,62,0.6
The Salton Sea,Mystery,2002,R,103,62,0.6
Enough,Crime,2002,PG-13,115,22,39.2
Enough,Drama,2002,PG-13,115,22,39.2
Enough,Thriller,2002,PG-13,115,22,39.2
Insomnia,Thriller,2002,R,118,92,67.2
Insomnia,Mystery,2002,R,118,92,67.2
Spirit: Stallion of the Cimarron,Adventure,2002,G,83,69,73.2
Spirit: Stallion of the Cimarron,Comedy,2002,G,83,69,73.2
Spirit: Stallion of the Cimarron,Animation,2002,G,83,69,73.2
Civil Brand,Crime,2002,R,95,16,0.1
Civil Brand,Thriller,2002,R,95,16,0.1
Civil Brand,Drama,2002,R,95,16,0.1
The Sum of All Fears,Action,2002,PG-13,124,59,118.5
The Sum of All Fears,Drama,2002,PG-13,124,59,118.5
The Sum of All Fears,Thriller,2002,PG-13,124,59,118.5
Undercover Brother,Action,2002,PG-13,86,77,38.2
Undercover Brother,Comedy,2002,PG-13,86,77,38.2
Bad Company,Action,2002,PG-13,116,10,30.1
Bad Company,Adventure,2002,PG-13,116,10,30.1
Bad Company,Comedy,2002,PG-13,116,10,30.1
Divine Secrets of the Ya-Ya Sisterhood,Drama,2002,PG-13,116,44,69.5
Scooby-Doo,Adventure,2002,PG,86,30,153.2
Scooby-Doo,Mystery,2002,PG,86,30,153.2
Scooby-Doo,Comedy,2002,PG,86,30,153.2
The Bourne Identity,Mystery,2002,PG-13,119,83,121.5
The Bourne Identity,Thriller,2002,PG-13,119,83,121.5
The Bourne Identity,Action,2002,PG-13,119,83,121.5
Windtalkers,War,2002,R,134,32,40.5
Windtalkers,Drama,2002,R,134,32,40.5
Windtalkers,Action,2002,R,134,32,40.5
Passionada,Drama,2002,PG-13,108,58,0.5
Passionada,Comedy,2002,PG-13,108,58,0.5
Juwanna Mann,Drama,2002,PG-13,91,10,13.4
Juwanna Mann,Comedy,2002,PG-13,91,10,13.4
Lilo & Stitch,Comedy,2002,PG,85,86,145.8
Lilo & Stitch,Adventure,2002,PG,85,86,145.8
Lilo & Stitch,Animation,2002,PG,85,86,145.8
Minority Report,Mystery,2002,PG-13,145,90,131.9
Minority Report,Action,2002,PG-13,145,90,131.9
Minority Report,Sci-Fi,2002,PG-13,145,90,131.9
Hey Arnold! The Movie,Adventure,2002,PG,76,29,13.6
Hey Arnold! The Movie,Animation,2002,PG,76,29,13.6
Hey Arnold! The Movie,Comedy,2002,PG,76,29,13.6
Mr. Deeds,Comedy,2002,PG-13,96,22,126.2
Like Mike,Comedy,2002,PG,99,57,51.4
Like Mike,Family,2002,PG,99,57,51.4
Like Mike,Fantasy,2002,PG,99,57,51.4
Men in Black II,Action,2002,PG-13,88,39,190.4
Men in Black II,Comedy,2002,PG-13,88,39,190.4
Men in Black II,Fantasy,2002,PG-13,88,39,190.4
The Powerpuff Girls Movie,Action,2002,PG,73,63,11.3
The Powerpuff Girls Movie,Adventure,2002,PG,73,63,11.3
The Powerpuff Girls Movie,Animation,2002,PG,73,63,11.3
Halloween: Resurrection,Thriller,2002,R,94,12,30.3
Halloween: Resurrection,Horror,2002,R,94,12,30.3
Reign of Fire,Fantasy,2002,PG-13,101,40,42.9
Reign of Fire,Action,2002,PG-13,101,40,42.9
Reign of Fire,Adventure,2002,PG-13,101,40,42.9
Road to Perdition,Thriller,2002,R,117,81,104.1
Road to Perdition,Crime,2002,R,117,81,104.1
Road to Perdition,Drama,2002,R,117,81,104.1
Sunshine State,Drama,2002,PG-13,141,80,2.8
The Crocodile Hunter: Collision Course,Adventure,2002,PG,90,53,28.3
The Crocodile Hunter: Collision Course,Action,2002,PG,90,53,28.3
The Crocodile Hunter: Collision Course,Comedy,2002,PG,90,53,28.3
Eight Legged Freaks,Action,2002,PG-13,99,48,17.2
Eight Legged Freaks,Comedy,2002,PG-13,99,48,17.2
Eight Legged Freaks,Horror,2002,PG-13,99,48,17.2
K-19: The Widowmaker,Drama,2002,PG-13,138,60,35.1
K-19: The Widowmaker,Thriller,2002,PG-13,138,60,35.1
K-19: The Widowmaker,History,2002,PG-13,138,60,35.1
Stuart Little 2,Animation,2002,PG,77,81,64.7
Stuart Little 2,Adventure,2002,PG,77,81,64.7
Stuart Little 2,Comedy,2002,PG,77,81,64.7
Austin Powers in Goldmember,Crime,2002,PG-13,94,54,213.1
Austin Powers in Goldmember,Comedy,2002,PG-13,94,54,213.1
Austin Powers in Goldmember,Action,2002,PG-13,94,54,213.1
The Country Bears,Family,2002,G,88,30,16.9
The Country Bears,Music,2002,G,88,30,16.9
The Country Bears,Comedy,2002,G,88,30,16.9
Martin Lawrence Live: Runteldat,Documentary,2002,R,113,39,19.1
Martin Lawrence Live: Runteldat,Biography,2002,R,113,39,19.1
Martin Lawrence Live: Runteldat,Comedy,2002,R,113,39,19.1
My Big Fat Greek Wedding,Comedy,2002,PG,95,76,241.3
Signs,Sci-Fi,2002,PG-13,106,74,227.9
Signs,Drama,2002,PG-13,106,74,227.9
Signs,Thriller,2002,PG-13,106,74,227.9
The Master of Disguise,Comedy,2002,PG,80,1,40.3
The Master of Disguise,Family,2002,PG,80,1,40.3
Spy Kids 2: Island of Lost Dreams,Comedy,2002,PG,100,74,85.6
Spy Kids 2: Island of Lost Dreams,Action,2002,PG,100,74,85.6
Spy Kids 2: Island of Lost Dreams,Adventure,2002,PG,100,74,85.6
Blood Work,Crime,2002,R,110,53,26.1
Blood Work,Drama,2002,R,110,53,26.1
Blood Work,Action,2002,R,110,53,26.1
xXx,Thriller,2002,PG-13,124,48,141.1
xXx,Action,2002,PG-13,124,48,141.1
xXx,Adventure,2002,PG-13,124,48,141.1
Blue Crush,Drama,2002,PG-13,104,36,1
Blue Crush,Sport,2002,PG-13,104,36,1
The Adventures of Pluto Nash,Action,2002,PG-13,95,5,4.4
The Adventures of Pluto Nash,Comedy,2002,PG-13,95,5,4.4
The Adventures of Pluto Nash,Sci-Fi,2002,PG-13,95,5,4.4
S1m0ne,Drama,2002,PG-13,117,51,9.5
S1m0ne,Fantasy,2002,PG-13,117,51,9.5
S1m0ne,Comedy,2002,PG-13,117,51,9.5
Serving Sara,Comedy,2002,PG-13,99,4,16.9
Feardotcom,Crime,2002,R,101,3,13.1
Feardotcom,Horror,2002,R,101,3,13.1
Feardotcom,Thriller,2002,R,101,3,13.1
Possession,Drama,2002,PG-13,102,65,10.1
Possession,Mystery,2002,PG-13,102,65,10.1
City by the Sea,Drama,2002,R,108,48,22.4
City by the Sea,Crime,2002,R,108,48,22.4
City by the Sea,Mystery,2002,R,108,48,22.4
Swimfan,Thriller,2002,PG-13,85,14,28.3
Swimfan,Drama,2002,PG-13,85,14,28.3
Barbershop,Drama,2002,PG-13,102,82,75.1
Barbershop,Comedy,2002,PG-13,102,82,75.1
Stealing Harvard,Crime,2002,PG-13,85,9,13.9
Stealing Harvard,Comedy,2002,PG-13,85,9,13.9
Manna from Heaven,Comedy,2002,PG,119,22,0.1
Ballistic: Ecks vs. Sever,Crime,2002,R,91,0,14.2
Ballistic: Ecks vs. Sever,Action,2002,R,91,0,14.2
Ballistic: Ecks vs. Sever,Sci-Fi,2002,R,91,0,14.2
Charly,Drama,2002,PG,103,20,0.7
Charly,Comedy,2002,PG,103,20,0.7
The Banger Sisters,Comedy,2002,R,98,47,30.2
The Banger Sisters,Drama,2002,R,98,47,30.2
The Four Feathers,Drama,2002,PG-13,132,41,18.2
The Four Feathers,Adventure,2002,PG-13,132,41,18.2
Trapped,Thriller,2002,R,106,18,6.9
Trapped,Crime,2002,R,106,18,6.9
Trapped,Drama,2002,R,106,18,6.9
Pandora's Box,Thriller,2002,R,103,0,0.8
Sweet Home Alabama,Comedy,2002,PG-13,108,38,127.2
The Tuxedo,Comedy,2002,PG-13,98,22,50.2
The Tuxedo,Sci-Fi,2002,PG-13,98,22,50.2
The Tuxedo,Action,2002,PG-13,98,22,50.2
Igby Goes Down,Drama,2002,R,98,76,4.6
Igby Goes Down,Comedy,2002,R,98,76,4.6
Jonah: A VeggieTales Movie,Animation,2002,G,82,65,25.4
Jonah: A VeggieTales Movie,Adventure,2002,G,82,65,25.4
Jonah: A VeggieTales Movie,Comedy,2002,G,82,65,25.4
Moonlight Mile,Drama,2002,PG-13,117,63,6.7
Red Dragon,Crime,2002,R,124,69,92.9
Red Dragon,Thriller,2002,R,124,69,92.9
Anything But Love,Musical,2002,PG-13,102,37,0.0587
Anything But Love,Music,2002,PG-13,102,37,0.0587
Brown Sugar,Comedy,2002,PG-13,109,66,27.2
Brown Sugar,Drama,2002,PG-13,109,66,27.2
Secretary,Comedy,2002,R,104,75,3.8
Secretary,Drama,2002,R,104,75,3.8
The Rules of Attraction,Comedy,2002,R,110,43,6.5
The Rules of Attraction,Drama,2002,R,110,43,6.5
The Transporter,Thriller,2002,PG-13,92,53,25.2
The Transporter,Action,2002,PG-13,92,53,25.2
The Transporter,Crime,2002,PG-13,92,53,25.2
Tuck Everlasting,Family,2002,PG,90,61,19
Tuck Everlasting,Drama,2002,PG,90,61,19
White Oleander,Drama,2002,PG-13,109,70,16.3
Abandon,Drama,2002,PG-13,99,16,10.7
Abandon,Music,2002,PG-13,99,16,10.7
Abandon,Mystery,2002,PG-13,99,16,10.7
Hansel & Gretel,Comedy,2002,PG,89,0,0.1
Hansel & Gretel,Fantasy,2002,PG,89,0,0.1
Hansel & Gretel,Family,2002,PG,89,0,0.1
The Ring,Horror,2002,PG-13,115,72,128.6
The Ring,Mystery,2002,PG-13,115,72,128.6
Welcome to Collinwood,Crime,2002,R,86,54,0.0752
Welcome to Collinwood,Comedy,2002,R,86,54,0.0752
Ghost Ship,Horror,2002,R,91,14,30.1
Ghost Ship,Mystery,2002,R,91,14,30.1
Jackass: The Movie,Comedy,2002,R,87,48,64.2
Jackass: The Movie,Documentary,2002,R,87,48,64.2
Paid in Full,Action,2002,R,97,51,3
Paid in Full,Crime,2002,R,97,51,3
Paid in Full,Drama,2002,R,97,51,3
The Truth About Charlie,Thriller,2002,PG-13,104,33,5.3
The Truth About Charlie,Mystery,2002,PG-13,104,33,5.3
Auto Focus,Drama,2002,R,105,72,1.8
Auto Focus,Biography,2002,R,105,72,1.8
Auto Focus,Crime,2002,R,105,72,1.8
Comedian,Documentary,2002,R,82,76,2.7
Comedian,Comedy,2002,R,82,76,2.7
Punch-Drunk Love,Comedy,2002,R,95,79,17.8
Punch-Drunk Love,Drama,2002,R,95,79,17.8
The Santa Clause 2,Fantasy,2002,G,104,55,139.2
The Santa Clause 2,Family,2002,G,104,55,139.2
The Santa Clause 2,Comedy,2002,G,104,55,139.2
8 Mile,Drama,2002,R,110,76,116.6
8 Mile,Music,2002,R,110,76,116.6
Real Women Have Curves,Comedy,2002,PG-13,90,83,5.7
Real Women Have Curves,Drama,2002,PG-13,90,83,5.7
Bowling for Columbine,Documentary,2002,R,120,96,21.2
Half Past Dead,Crime,2002,PG-13,98,3,15.4
Half Past Dead,Thriller,2002,PG-13,98,3,15.4
Half Past Dead,Action,2002,PG-13,98,3,15.4
Harry Potter and the Chamber of Secrets,Adventure,2002,PG,161,82,261.8
Harry Potter and the Chamber of Secrets,Fantasy,2002,PG,161,82,261.8
Harry Potter and the Chamber of Secrets,Family,2002,PG,161,82,261.8
Die Another Day,Crime,2002,PG-13,133,57,160.2
Die Another Day,Adventure,2002,PG-13,133,57,160.2
Die Another Day,Action,2002,PG-13,133,57,160.2
Frida,Drama,2002,R,123,76,25.7
Frida,Biography,2002,R,123,76,25.7
Friday After Next,Drama,2002,R,85,25,33
Friday After Next,Comedy,2002,R,85,25,33
Roger Dodger,Comedy,2002,R,106,88,1.2
Roger Dodger,Drama,2002,R,106,88,1.2
The Emperor's Club,Drama,2002,PG-13,109,50,14
Eight Crazy Nights,Comedy,2002,PG-13,76,12,23.3
Eight Crazy Nights,Drama,2002,PG-13,76,12,23.3
Eight Crazy Nights,Animation,2002,PG-13,76,12,23.3
Solaris,Drama,2002,PG-13,99,66,14.8
Solaris,Mystery,2002,PG-13,99,66,14.8
They,Horror,2002,PG-13,89,38,12.6
They,Mystery,2002,PG-13,89,38,12.6
They,Thriller,2002,PG-13,89,38,12.6
Treasure Planet,Animation,2002,PG,95,68,38.1
Treasure Planet,Adventure,2002,PG,95,68,38.1
Treasure Planet,Family,2002,PG,95,68,38.1
Standing in the Shadows of Motown,Documentary,2002,PG,108,92,1.2
Standing in the Shadows of Motown,Music,2002,PG,108,92,1.2
Analyze That,Comedy,2002,R,96,27,32.1
Analyze That,Crime,2002,R,96,27,32.1
Empire,Drama,2002,R,90,21,17.5
Empire,Thriller,2002,R,90,21,17.5
Empire,Crime,2002,R,90,21,17.5
Drumline,Drama,2002,PG-13,118,82,56.2
Drumline,Comedy,2002,PG-13,118,82,56.2
Maid in Manhattan,Comedy,2002,PG-13,105,39,93.8
Maid in Manhattan,Drama,2002,PG-13,105,39,93.8
Star Trek: Nemesis,Action,2002,PG-13,116,37,43.1
Star Trek: Nemesis,Adventure,2002,PG-13,116,37,43.1
Star Trek: Nemesis,Sci-Fi,2002,PG-13,116,37,43.1
The Hot Chick,Fantasy,2002,PG-13,104,21,34.9
The Hot Chick,Comedy,2002,PG-13,104,21,34.9
The Lord of the Rings: The Two Towers,Fantasy,2002,PG-13,179,96,340.5
The Lord of the Rings: The Two Towers,Adventure,2002,PG-13,179,96,340.5
Gangs of New York,Drama,2002,R,167,75,77.6
Gangs of New York,History,2002,R,167,75,77.6
Gangs of New York,Crime,2002,R,167,75,77.6
The Wild Thornberrys Movie,Adventure,2002,PG,85,80,39.8
The Wild Thornberrys Movie,Animation,2002,PG,85,80,39.8
The Wild Thornberrys Movie,Family,2002,PG,85,80,39.8
Two Weeks Notice,Comedy,2002,PG-13,101,42,93.2
Catch Me If You Can,Biography,2002,PG-13,141,96,164.4
Catch Me If You Can,Drama,2002,PG-13,141,96,164.4
Catch Me If You Can,Crime,2002,PG-13,141,96,164.4
Evelyn,Drama,2002,PG,94,64,1.3
Pinocchio,Fantasy,2002,G,108,0,3.6
Pinocchio,Family,2002,G,108,0,3.6
Pinocchio,Comedy,2002,G,108,0,3.6
About Schmidt,Comedy,2002,R,125,85,65
About Schmidt,Drama,2002,R,125,85,65
25th Hour,Drama,2002,R,135,78,12.8
25th Hour,Crime,2002,R,135,78,12.8
Antwone Fisher,Drama,2002,PG-13,120,79,20.8
Antwone Fisher,Biography,2002,PG-13,120,79,20.8
Far from Heaven,Drama,2002,PG-13,107,87,15.8
Narc,Mystery,2002,R,105,83,10.2
Narc,Thriller,2002,R,105,83,10.2
Narc,Crime,2002,R,105,83,10.2
Cherish,Comedy,2002,R,99,51,0.2
Cherish,Thriller,2002,R,99,51,0.2
Cherish,Drama,2002,R,99,51,0.2
Chicago,Musical,2002,PG-13,113,86,170.6
Chicago,Music,2002,PG-13,113,86,170.6
Chicago,Crime,2002,PG-13,113,86,170.6
Chicago,Comedy,2002,PG-13,113,86,170.6
Confessions of a Dangerous Mind,Comedy,2002,R,113,79,15.9
Confessions of a Dangerous Mind,Crime,2002,R,113,79,15.9
Confessions of a Dangerous Mind,Biography,2002,R,113,79,15.9
Spun,Crime,2002,R,101,37,0.2
Spun,Comedy,2002,R,101,37,0.2
Spun,Drama,2002,R,101,37,0.2
Adaptation.,Comedy,2002,R,114,91,22.2
Adaptation.,Drama,2002,R,114,91,22.2
The Guru,Fantasy,2002,R,94,57,2.9
The Guru,Music,2002,R,94,57,2.9
The Guru,Comedy,2002,R,94,57,2.9
The Hours,Drama,2002,PG-13,114,81,41.5
Dark Blue,Thriller,2002,R,118,58,9.1
Dark Blue,Drama,2002,R,118,58,9.1
Dark Blue,Crime,2002,R,118,58,9.1
Poolhall Junkies,Thriller,2002,R,99,34,0.5
Poolhall Junkies,Drama,2002,R,99,34,0.5
Boat Trip,Comedy,2002,R,94,7,8.5
City of Ghosts,Crime,2002,R,116,47,0.3
City of Ghosts,Thriller,2002,R,116,47,0.3
City of Ghosts,Drama,2002,R,116,47,0.3
Laurel Canyon,Drama,2002,R,103,68,3.6
Personal Velocity: Three Portraits,Drama,2002,R,86,69,0.6
Phone Booth,Thriller,2002,R,81,71,46.5
Phone Booth,Mystery,2002,R,81,71,46.5
Better Luck Tomorrow,Crime,2002,R,101,81,3.7
Better Luck Tomorrow,Drama,2002,R,101,81,3.7
Raising Victor Vargas,Drama,2002,R,88,96,2
The Dancer Upstairs,Drama,2002,R,132,64,2.3
The Dancer Upstairs,Crime,2002,R,132,64,2.3
The Dancer Upstairs,Thriller,2002,R,132,64,2.3
Nicholas Nickleby,Drama,2002,PG,132,77,1.3
Spellbound,Documentary,2002,G,97,98,5.5
Stolen Summer,Drama,2002,PG,91,36,0.1
Bend It Like Beckham,Drama,2002,PG-13,112,85,32.4
Bend It Like Beckham,Comedy,2002,PG-13,112,85,32.4
The Secret Lives of Dentists,Drama,2002,R,104,85,3.6
Assassination Tango,Drama,2002,R,114,48,0.9
Assassination Tango,Crime,2002,R,114,48,0.9
Cabin Fever,Comedy,2002,R,93,63,21.1
