Title,Year,Rating,Runtime,Critic.Score,Box.Office
October Baby,2011,PG-13,107,22,5.4
Violet & Daisy,2011,R,88,22,0.01
You're Next,2011,R,95,75,18.5
Take Me Home,2011,PG-13,97,0,0.0154
Cassadaga,2011,R,108,10,0.0017
Forks Over Knives,2011,PG,90,61,1
Fort McCoy,2011,R,100,50,0.0782
The Devil Inside,2012,R,83,6,53.2
Joyful Noise,2012,PG-13,118,33,30.9
Contraband,2012,R,109,51,66.5
Runaway Slave,2012,PG,108,0,0.0478
Red Tails,2012,PG-13,125,40,49.5
Carol Channing: Larger Than Life,2012,PG,87,89,0.0155
Underworld: Awakening,2012,R,88,26,62.3
LUV,2012,R,94,36,0.2
One for the Money,2012,PG-13,91,2,26.4
Tim and Eric's Billion Dollar Movie,2012,R,93,38,0.2
Man on a Ledge,2012,PG-13,102,31,18.6
An Inconsistent Truth,2012,PG,89,0,0.0528
Chronicle,2012,PG-13,84,85,64.6
Big Miracle,2012,PG,107,73,20.1
The Vow,2012,PG-13,104,29,125
Journey 2: The Mysterious Island,2012,PG,94,42,103.8
Safe House,2012,R,115,53,126.1
This Means War,2012,PG-13,103,26,54.8
Act of Valor,2012,R,110,25,70
Gone,2012,PG-13,94,11,11.7
Good Deeds,2012,PG-13,110,31,35
Wanderlust,2012,R,98,59,17.3
Red Lights,2012,R,114,29,0.0493
The Lorax,2012,PG,86,54,213.9
Project X,2012,R,88,28,54.7
ATM,2012,R,90,9,0.002
John Carter,2012,PG-13,132,51,73.1
A Thousand Words,2012,PG-13,91,0,18.4
Brooklyn Castle,2012,PG,101,96,0.2
The Do-Deca-Pentathlon,2012,R,76,74,0.01
Big Star: Nothing Can Hurt Me,2012,PG-13,113,92,0.1
21 Jump Street,2012,R,109,85,138.4
The Hunger Games,2012,PG-13,142,84,408
Mirror Mirror,2012,PG,106,49,64.9
Meeting Evil,2012,R,89,13,0.000181
Wrath of the Titans,2012,PG-13,99,25,83.6
American Reunion,2012,R,113,43,56.7
The Cabin in the Woods,2012,R,95,91,42
The Three Stooges,2012,PG,92,51,44.3
Blue Like Jazz,2012,PG-13,108,38,0.6
Woman Thou Art Loosed: On the 7th Day,2012,PG-13,101,20,1.2
Being Flynn,2012,R,102,51,0.5
Think Like a Man,2012,PG-13,122,53,91.5
Marley,2012,PG-13,144,95,1.4
The Lucky One,2012,PG-13,101,20,60.4
Jesus Henry Christ,2012,PG-13,92,24,0.0184
To the Arctic 3D,2012,G,40,67,0.000712
Jack & Diane,2012,R,110,13,0.001
The Giant Mechanical Man,2012,PG-13,94,71,0.0054
Safe,2012,R,94,57,17.1
The Raven,2012,R,110,22,16
The Pirates! Band of Misfits,2012,PG,88,86,31.1
The Five-Year Engagement,2012,R,124,63,28.6
The Avengers,2012,PG-13,143,92,623.3
Dark Shadows,2012,PG-13,113,37,79.7
Otter 501,2012,G,85,60,0.0129
Casa de mi Padre,2012,R,84,42,5.9
Piranha 3DD,2012,R,83,13,0.4
The Dictator,2012,R,83,57,59.6
Brake,2012,R,92,44,0.0043
What to Expect When You're Expecting,2012,PG-13,110,22,41.1
Crooked Arrows,2012,PG-13,105,38,1.7
Battleship,2012,PG-13,131,34,65.2
On the Road,2012,R,124,43,0.7
Darling Companion,2012,PG-13,103,22,0.8
Men in Black 3,2012,PG-13,106,69,179
Snow White and the Huntsman,2012,PG-13,127,48,155.1
Lola Versus,2012,R,87,35,0.3
Prometheus,2012,R,124,73,126.5
Madagascar 3: Europe's Most Wanted,2012,PG,93,79,216.4
Ai Weiwei: Never Sorry,2012,R,91,97,0.5
That's My Boy,2012,R,116,20,36.9
Rock of Ages,2012,PG-13,123,41,38.5
Battlefield America,2012,PG-13,106,8,0.2
Lay the Favorite,2012,R,94,19,0.021
Brave,2012,PG,93,78,237.3
Seeking a Friend for the End of the World,2012,R,101,55,6.6
The Last Ride,2012,PG-13,102,44,0.0163
Abraham Lincoln: Vampire Hunter,2012,R,105,35,37.5
People Like Us,2012,PG-13,114,55,12.4
Magic Mike,2012,R,110,80,113.7
Moonrise Kingdom,2012,PG-13,94,94,45.5
Ted,2012,R,106,67,218.6
Madea's Witness Protection,2012,PG-13,114,21,65.6
The Amazing Spider-Man,2012,PG-13,136,72,262
Katy Perry: Part of Me,2012,PG,93,77,25.3
Beasts of the Southern Wild,2012,PG-13,93,86,12.8
Cowgirls 'n Angels,2012,PG,92,0,0.1
Savages,2012,R,131,51,47.3
The Magic of Belle Isle,2012,PG,109,30,0.1
To Rome with Love,2012,R,112,44,16.7
The Obama Effect,2012,PG-13,85,0,0.1
Ice Age: Continental Drift,2012,PG,88,37,161.3
Soldiers of Fortune,2012,R,94,14,0.0388
The Dark Knight Rises,2012,PG-13,165,87,448.1
Something from Nothing: The Art of Rap,2012,R,106,92,0.3
The Watch,2012,R,102,17,34.4
Step Up Revolution,2012,PG-13,99,42,35.1
Total Recall,2012,PG-13,118,30,58.9
Diary of a Wimpy Kid: Dog Days,2012,PG,94,51,49
Nitro Circus: The Movie,2012,PG-13,92,6,3.4
Hope Springs,2012,PG-13,100,74,63.5
About Cherry,2012,R,98,10,0.0028
No,2012,R,118,93,2.3
The Campaign,2012,R,85,64,86.9
Girl in Progress,2012,PG-13,93,30,2.6
The Bourne Legacy,2012,PG-13,135,55,113.2
The Odd Life of Timothy Green,2012,PG,105,34,51.9
ParaNorman,2012,PG,92,87,56
Why Stop Now?,2012,R,85,24,0.0016
Sparkle,2012,PG-13,116,57,24.4
The Expendables 2,2012,R,103,65,85
Hit and Run,2012,R,100,49,13.7
Celeste & Jesse Forever,2012,R,92,70,3.1
Premium Rush,2012,PG-13,91,75,20.3
The Apparition,2012,PG-13,82,3,4.9
2016: Obama's America,2012,PG,87,26,33.3
The Babymakers,2012,R,95,8,0.0052
The Oogieloves in the Big Balloon Adventure,2012,G,88,27,1.1
Lawless,2012,R,116,67,37.4
The Possession,2012,PG-13,92,40,49.1
Bachelorette,2012,R,87,56,0.4
Stolen,2012,R,96,16,0.3
V/H/S,2012,R,116,55,0.0998
Nobody Walks,2012,R,83,38,0.025
Ruby Sparks,2012,R,104,79,2.5
Branded,2012,R,106,10,0.4
The Cold Light of Day,2012,PG-13,93,5,3.7
The Words,2012,PG-13,102,22,11.4
Arbitrage,2012,R,107,87,7.9
Last Ounce of Courage,2012,PG,101,0,3.3
Resident Evil: Retribution,2012,R,96,31,42.3
Robot & Frank,2012,PG-13,89,86,3.3
Dredd,2012,R,95,78,13.4
The Master,2012,R,144,85,16.2
Trouble with the Curve,2012,PG-13,111,50,35.8
Head Games,2012,PG-13,95,88,0.0141
House at the End of the Street,2012,PG-13,101,10,31.6
My Uncle Rafael,2012,PG-13,102,20,0.2
Backwards,2012,PG,89,28,0.0615
End of Watch,2012,R,109,85,41
Compliance,2012,R,90,89,0.3
Looper,2012,R,119,93,66.3
Hotel Transylvania,2012,PG,91,44,148.3
Trade of Innocents,2012,PG-13,88,0,0.0151
Won't Back Down,2012,PG,121,32,5.3
Nature Calls,2012,R,79,5,0.000382
Escape Fire: The Fight to Rescue American Healthcare,2012,PG-13,95,81,0.0973
Pitch Perfect,2012,PG-13,112,81,61.1
Frankenweenie,2012,PG,87,87,35.3
Liberal Arts,2012,PG-13,97,70,0.3
Argo,2012,R,120,96,136
Atlas Shrugged II: The Strike,2012,PG-13,111,4,3.3
The Perks of Being a Wallflower,2012,PG-13,102,85,17.7
Here Comes the Boom,2012,PG,105,38,45.3
Least Among Saints,2012,R,107,36,0.028
Sinister,2012,R,110,62,48.1
The Paperboy,2012,R,107,43,0.7
Just 45 Minutes from Broadway,2012,R,110,10,0.0886
Safety Not Guaranteed,2012,R,86,90,4
Paranormal Activity 4,2012,R,88,24,53.9
Alex Cross,2012,PG-13,101,12,25.9
Hating Breitbart,2012,PG-13,85,0,0.0814
Universal Soldier: Day of Reckoning,2012,R,114,51,0.0052
Chasing Mavericks,2012,PG,116,31,6
Silent Hill: Revelation 3D,2012,R,95,5,17.5
Fun Size,2012,PG-13,86,25,9.4
Cloud Atlas,2012,R,172,66,27.1
Long Shot: The Kevin Laue Story,2012,PG-13,93,67,0.0284
The Man with the Iron Fists,2012,R,95,49,15.6
Flight,2012,R,138,77,93.7
"For a Good Time, Call...",2012,R,85,55,1.2
Vamps,2012,PG-13,92,53,0.003
Wreck-It Ralph,2012,PG,101,86,189.4
Save the Date,2012,R,97,46,0.0038
Deadfall,2012,R,95,32,0.0658
Grassroots,2012,R,98,52,0.0065
Skyfall,2012,PG-13,143,92,304.4
The Sessions,2012,R,95,93,6
30 Beats,2012,R,88,5,0.0147
The Twilight Saga: Breaking Dawn - Part 2,2012,PG-13,115,48,292.3
Lincoln,2012,PG-13,150,90,182.2
Rise of the Guardians,2012,PG,97,74,103.4
Life of Pi,2012,PG,127,87,125
The Bay,2012,R,84,77,0.0305
Red Dawn,2012,PG-13,93,12,44.8
West of Memphis,2012,R,147,95,0.3
A Late Quartet,2012,R,105,78,1.6
Mansome,2012,PG-13,82,25,0.0184
The Collection,2012,R,82,37,6.8
Killing Them Softly,2012,R,97,75,15
Silent Night,2012,R,94,64,0.0097
Playing for Keeps,2012,PG-13,105,3,13.1
Waiting for Lightning,2012,PG-13,96,43,0.0195
Smashed,2012,R,81,84,0.4
The Hobbit: An Unexpected Journey,2012,PG-13,169,64,303
Chasing Ice,2012,PG-13,75,96,1.3
Hitchcock,2012,PG-13,98,62,6
The Guilt Trip,2012,PG-13,95,12,25.9
Cirque du Soleil: Worlds Away,2012,PG,91,47,12.5
Jack Reacher,2012,PG-13,130,62,80
This Is 40,2012,R,134,51,67.5
Parental Guidance,2012,PG,105,18,77.3
Django Unchained,2012,R,165,88,162.8
Silver Linings Playbook,2012,R,122,92,132.1
Les Misérables,2012,PG-13,158,70,148.8
Promised Land,2012,R,106,51,7.5
The Impossible,2012,PG-13,114,81,19
Zero Dark Thirty,2012,R,157,93,95.7
John Dies at the End,2012,R,99,61,0.1
Hello I Must Be Going,2012,R,95,74,0.0838
Girls Against Boys,2012,R,93,19,0.0061
Stand Up Guys,2012,R,95,38,3.3
Bullet to the Head,2012,R,92,46,9.5
The First Time,2012,PG-13,95,47,0.0171
The Package,2012,R,95,0,0.0011
To the Wonder,2012,R,112,45,0.6
A Place at the Table,2012,PG,84,90,0.2
Don't Stop Believin': Everyman's Journey,2012,R,105,62,0.0596
Greedy Lying Bastards,2012,PG-13,90,69,0.045
A Glimpse Inside the Mind of Charles Swan III,2012,R,86,15,0.0356
Spring Breakers,2012,R,94,66,14.1
Kiss of the Damned,2012,R,97,58,0.0143
Sleepwalk with Me,2012,PG-13,81,83,2.3
The Brass Teapot,2012,R,101,33,0.0066
The Lords of Salem,2012,R,101,45,1.2
The Place Beyond the Pines,2012,R,140,80,21.4
Filly Brown,2012,R,80,45,2.8
The Company You Keep,2012,R,125,55,5.1
At Any Price,2012,R,105,51,0.4
Stuck in Love,2012,R,97,58,0.079
The Iceman,2012,R,106,66,1.9
What Maisie Knew,2012,R,99,87,1.1
The Reluctant Fundamentalist,2012,R,130,53,0.5
No Place on Earth,2012,PG-13,83,79,0.2
No One Lives,2012,R,86,49,0.0721
Mud,2012,PG-13,130,98,21.6
Disconnect,2012,R,115,68,1.4
Red Hook Summer,2012,R,121,58,0.3
Byzantium,2012,R,118,63,0.0843
It's a Disaster,2012,R,88,77,0.0572
Tiger Eyes,2012,PG-13,92,66,0.0252
Évocateur: The Morton Downey Jr. Movie,2012,R,90,90,0.0215
Arthur Newman,2012,R,101,20,0.2
Much Ado About Nothing,2012,PG-13,109,84,4.3
Frances Ha,2012,R,86,93,4.1
Venus and Serena,2012,PG-13,99,77,0.051
Girl Most Likely,2012,PG-13,103,21,1.4
Emperor,2012,PG-13,105,31,3.3
Jayne Mansfield's Car,2012,R,122,34,0.0143
Any Day Now,2012,R,98,79,0.2
Thanks for Sharing,2012,R,112,49,1.1
The Citizen,2012,PG-13,99,0,0.0243
Best Man Down,2012,PG-13,89,33,0.0018
The Summit,2012,R,95,61,0.2
Great Expectations,2012,PG-13,128,64,0.3
Bettie Page Reveals All,2012,R,101,72,0.1
The Girl,2012,PG-13,95,53,0.0342
For No Good Reason,2012,R,89,63,0.0671
Aftershock,2012,R,89,35,0.0402
War of the Worlds: Goliath,2012,PG-13,85,0,1
The Queen of Versailles,2012,PG,100,94,2.4
A Haunted House,2013,R,86,10,40
Gangster Squad,2013,R,113,31,46
The Last Stand,2013,R,107,60,12
Mother of George,2013,R,107,93,0.1
Broken City,2013,R,109,28,19.7
Blue Caprice,2013,R,93,83,0.0911
C.O.G.,2013,R,88,70,0.0553
Ghost Team One,2013,R,84,36,0.0073
A.C.O.D.,2013,R,88,50,0.2
Hansel & Gretel: Witch Hunters,2013,R,88,15,55.7
Movie 43,2013,R,94,4,8.8
Parker,2013,R,118,41,17.6
The Inevitable Defeat of Mister & Pete,2013,R,108,91,0.5
Warm Bodies,2013,PG-13,98,81,66.4
Identity Thief,2013,R,111,19,134.5
Side Effects,2013,R,106,83,32.2
A Good Day to Die Hard,2013,R,98,14,67.3
Beautiful Creatures,2013,PG-13,124,46,19.4
Safe Haven,2013,PG-13,115,12,71.3
Escape from Planet Earth,2013,PG,89,33,57
The Power of Few,2013,R,96,57,0.0304
Snitch,2013,PG-13,112,56,42.9
Dark Skies,2013,PG-13,97,40,17.4
"Bless Me, Ultima",2013,PG-13,106,71,1.6
Camp,2013,PG-13,109,0,0.3
Aftermath,2013,R,84,0,0.003
Jack the Giant Slayer,2013,PG-13,114,52,65.2
Stoker,2013,R,99,69,1.7
Phantom,2013,R,98,25,1
The Last Exorcism Part II,2013,PG-13,88,16,15.2
21 & Over,2013,R,93,27,25.7
Girl on a Bicycle,2013,R,101,8,0.0894
Dead Man Down,2013,R,118,38,10.9
Oz the Great and Powerful,2013,PG,130,59,234.9
The Wait,2013,R,96,18,0.0021
The Call,2013,R,94,43,51.9
The Incredible Burt Wonderstone,2013,PG-13,100,36,22.5
Olympus Has Fallen,2013,R,119,48,98.9
The Croods,2013,PG,98,70,187.2
Admission,2013,PG-13,107,38,18
Love and Honor,2013,PG-13,100,13,0.0163
Trance,2013,R,101,68,2.3
G.I. Joe: Retaliation,2013,PG-13,110,28,122.5
The Host,2013,PG-13,125,8,26.6
Temptation: Confessions of a Marriage Counselor,2013,PG-13,111,15,51.9
Evil Dead,2013,R,91,62,54.2
Redwood Highway,2013,PG-13,90,80,0.1
Underdogs,2013,PG,102,0,0.0348
42,2013,PG-13,128,79,95
Not Today,2013,PG-13,118,50,0.3
Scary Movie 5,2013,PG-13,86,4,32
Oblivion,2013,PG-13,124,54,89
Home Run,2013,PG-13,113,45,2.9
The Girl on the Train,2013,R,80,0,0.0029
King's Faith,2013,PG-13,108,0,0.0593
Pain & Gain,2013,R,129,49,49.9
The Big Wedding,2013,R,89,7,21.8
Syrup,2013,R,90,14,0.000656
Scatter My Ashes at Bergdorf's,2013,PG-13,93,49,0.5
Iron Man 3,2013,PG-13,130,79,409
Peeples,2013,PG-13,95,37,9.1
The Great Gatsby,2013,PG-13,143,48,144.8
Star Trek Into Darkness,2013,PG-13,132,87,228.8
Only God Forgives,2013,R,90,40,0.8
The Hangover Part III,2013,R,100,19,112.2
Fast & Furious 6,2013,PG-13,130,69,238.7
Now You See Me,2013,PG-13,115,50,117.7
After Earth,2013,PG-13,100,11,60.5
V/H/S/2,2013,R,96,70,0.0214
The Internship,2013,PG-13,119,34,44.7
The Purge,2013,R,85,38,64.4
This Is the End,2013,R,107,83,101.5
Before Midnight,2013,R,109,98,8.1
Man of Steel,2013,PG-13,143,56,291
Axe Giant: The Wrath of Paul Bunyan,2013,R,90,0,0.0025
The Bling Ring,2013,R,90,60,5.8
World War Z,2013,PG-13,116,68,202.4
Monsters University,2013,G,104,78,268.5
Life of a King,2013,PG-13,100,38,0.0042
Europa Report,2013,PG-13,90,80,0.1
The Heat,2013,R,117,65,159.6
Redemption,2013,R,100,48,0.035
Copperhead,2013,PG-13,120,21,0.2
White House Down,2013,PG-13,131,51,73.1
The East,2013,PG-13,116,74,2.3
Despicable Me 2,2013,PG,98,74,368
The Lone Ranger,2013,PG-13,149,31,89.3
Kevin Hart: Let Me Explain,2013,R,75,63,32.2
Man of Tai Chi,2013,R,105,70,0.1
We Steal Secrets: The Story of WikiLeaks,2013,R,130,93,0.2
Pacific Rim,2013,PG-13,131,72,101.8
Grown Ups 2,2013,PG-13,101,7,133.7
Turbo,2013,PG,96,67,83
Breathe In,2013,R,98,55,0.0814
R.I.P.D.,2013,PG-13,96,13,33.6
RED 2,2013,PG-13,116,43,53.2
The Conjuring,2013,R,112,86,137.4
Drinking Buddies,2013,R,90,83,0.3
Fruitvale Station,2013,R,85,94,16.1
The To Do List,2013,R,104,52,3.4
The Way Way Back,2013,PG-13,103,85,21.5
The Wolverine,2013,PG-13,126,69,132.6
The Smurfs 2,2013,PG,105,14,71
The English Teacher,2013,R,93,42,0.0602
2 Guns,2013,R,109,64,75.6
The Canyons,2013,R,99,24,0.0495
Percy Jackson: Sea of Monsters,2013,PG,106,42,68.6
We're the Millers,2013,R,110,47,150.4
Lovelace,2013,R,93,54,0.4
Elysium,2013,R,109,68,93.1
Planes,2013,PG,91,26,90.3
Jobs,2013,PG-13,128,27,16.1
Ain't Them Bodies Saints,2013,R,96,79,0.4
Kick-Ass 2,2013,R,103,30,28.8
Lee Daniels' The Butler,2013,PG-13,132,72,116.6
Paranoia,2013,PG-13,106,6,7.4
The Mortal Instruments: City of Bones,2013,PG-13,130,12,31.2
The Kings of Summer,2013,R,95,75,1.3
Blue Jasmine,2013,PG-13,98,91,33.4
The World's End,2013,R,109,89,26
Bad Milo,2013,R,85,60,0.0196
Getaway,2013,PG-13,90,2,10.5
Last Flight of the Champion,2013,PG,88,0,0.0015
One Direction: This Is Us,2013,PG,92,63,28.9
Salinger,2013,PG-13,120,35,0.6
Snake and Mongoose,2013,PG-13,102,80,0.2
Good Ol' Freda,2013,PG,86,84,0.1
The Ultimate Life,2013,PG,105,18,1.3
Riddick,2013,R,119,59,42
All Is Bright,2013,R,107,48,0.0046
In a World...,2013,R,93,92,3
The Investigator,2013,PG-13,101,0,0.0937
The Spectacular Now,2013,R,95,93,6.9
Insidious: Chapter 2,2013,PG-13,106,38,83.6
Charlie Countryman,2013,R,103,29,0.008
The Family,2013,R,111,29,36.9
Prince Avalanche,2013,R,94,83,0.2
Kill Your Darlings,2013,R,104,76,1
Prisoners,2013,R,153,82,61
Battle of the Year,2013,PG-13,110,6,8.9
The Lunchbox,2013,PG,104,96,4.2
The Short Game,2013,PG,99,83,0.0389
Nothing Left to Fear,2013,R,100,8,0.0079
Cloudy with a Chance of Meatballs 2,2013,PG,95,70,119.8
Baggage Claim,2013,PG-13,96,14,21.6
Alone Yet Not Alone,2013,PG-13,103,0,0.7
Don Jon,2013,R,90,80,24.5
Austenland,2013,PG-13,97,30,2.2
Rush,2013,R,123,89,26.9
Linsanity,2013,PG,89,63,0.3
Parkland,2013,PG-13,93,49,0.7
Tim's Vermeer,2013,PG-13,80,89,1.7
Gravity,2013,PG-13,91,97,274.1
Grace Unplugged,2013,PG,102,50,2.5
Runner Runner,2013,R,91,8,19.3
Metallica Through the Never,2013,R,93,78,3.4
Captain Phillips,2013,PG-13,134,93,107.1
Machete Kills,2013,R,107,29,7.9
Enough Said,2013,PG-13,93,96,17.5
Walking with the Enemy,2013,PG-13,124,44,0.4
Plush,2013,R,99,29,0.0028
Escape Plan,2013,R,115,49,25.1
The Fifth Estate,2013,R,128,37,3.3
Blackfish,2013,PG-13,83,98,2.1
Carrie,2013,R,100,48,35.3
As I Lay Dying,2013,R,110,41,0.015
Muscle Shoals,2013,PG,111,96,0.7
Jackass Presents: Bad Grandpa,2013,R,92,60,102
One Chance,2013,PG-13,103,63,0.0897
We Are What We Are,2013,R,105,85,0.0766
The Counselor,2013,R,117,34,17
Innocence,2013,PG-13,96,13,0.3
Missionary,2013,R,90,40,0.0021
Blood Ties,2013,R,127,54,0.0412
A Perfect Man,2013,R,95,20,0.000388
Big Sur,2013,R,81,45,0.0359
Free Birds,2013,PG,91,18,55.7
Last Vegas,2013,PG-13,105,46,63.9
Cutie and the Boxer,2013,R,82,96,0.2
Thor: The Dark World,2013,PG-13,112,65,206.4
The Armstrong Lie,2013,R,124,84,0.4
The Best Man Holiday,2013,R,123,68,70.5
The Christmas Candle,2013,PG,100,18,2.2
Kids for Cash,2013,PG-13,102,91,0.0366
"No God, No Master",2013,PG-13,94,69,0.0068
Pawn Shop Chronicles,2013,R,112,13,0.0049
Delivery Man,2013,PG-13,105,39,30.7
Dallas Buyers Club,2013,R,117,93,27.3
The Hunger Games: Catching Fire,2013,PG-13,146,89,424.6
Frozen,2013,PG,102,89,400.7
The Book Thief,2013,PG-13,131,46,21.5
Oldboy,2013,R,104,41,2.2
Black Nativity,2013,PG,93,48,7
Homefront,2013,R,100,42,20.1
Concussion,2013,R,96,74,0.0384
Out of the Furnace,2013,R,116,53,11.3
I'm in Love with a Church Girl,2013,PG,118,6,2.4
Afternoon Delight,2013,R,98,67,0.2
The Hobbit: The Desolation of Smaug,2013,PG-13,161,74,258.4
Tyler Perry's A Madea Christmas,2013,PG-13,100,18,52.5
Anchorman 2: The Legend Continues,2013,R,119,75,127.3
Saving Mr. Banks,2013,PG-13,125,80,83.3
American Hustle,2013,R,138,93,150.1
Walking with Dinosaurs 3D,2013,PG,87,24,3.5
The Secret Life of Walter Mitty,2013,PG,114,50,58.2
47 Ronin,2013,PG-13,118,15,38.3
The Wolf of Wall Street,2013,R,180,77,116.9
Cold Comes the Night,2013,R,90,44,0.0116
Her,2013,R,126,94,25.6
Lone Survivor,2013,R,121,75,125.1
After Tiller,2013,PG-13,85,94,0.0663
August: Osage County,2013,R,121,64,37.7
Inside Llewyn Davis,2013,R,104,94,13.2
The Unknown Known,2013,PG-13,103,83,0.1
Raze,2013,R,92,45,0.0035
I Spit on Your Grave 2,2013,R,106,0,0.000441
Nebraska,2013,R,115,91,17.6
Labor Day,2013,PG-13,111,34,13.4
At Middleton,2013,R,99,58,0.0529
The Pretty One,2013,R,90,47,0.0112
Adult World,2013,R,97,56,0.0167
Hell Baby,2013,R,98,32,0.005
Touchy Feely,2013,R,89,36,0.036
Twenty Feet from Stardom,2013,PG-13,91,99,4.9
Under the Skin,2013,R,108,85,2.6
Narco Cultura,2013,R,103,86,0.1
Bad Words,2013,R,89,65,7.8
The Retrieval,2013,R,92,92,0.0503
In Secret,2013,R,107,41,0.4
Fading Gigolo,2013,R,90,54,3.8
Joe,2013,R,117,86,0.4
Oculus,2013,R,104,73,27.7
Make Your Move,2013,PG-13,110,43,0.1
Locke,2013,R,85,91,1.4
Night Moves,2013,R,112,85,0.3
Filth,2013,R,97,62,0.0343
Savannah,2013,PG-13,101,8,0.0367
The Sacrament,2013,R,99,62,0.009
Decoding Annie Parker,2013,R,91,58,0.0398
Legends of Oz: Dorothy's Return,2013,PG,88,16,8.5
Palo Alto,2013,R,100,73,0.8
Chinese Puzzle,2013,R,117,75,0.3
Words and Pictures,2013,PG-13,111,42,2.2
The Immigrant,2013,R,120,88,2
Supermensch: The Legend of Shep Gordon,2013,R,85,77,0.2
Hateship Loveship,2013,R,104,50,0.0506
Jodorowsky's Dune,2013,PG-13,88,98,0.6
The Art of the Steal,2013,R,90,44,0.0614
Snowpiercer,2013,R,126,95,4.6
InAPPropriate Comedy,2013,R,83,0,0.2
Jake Squared,2013,R,100,14,0.0017
Knights of Badassdom,2013,R,86,58,0.0868
The Zero Theorem,2013,R,107,52,0.3
Child of God,2013,R,104,38,0.0379
Life of Crime,2013,R,98,64,0.3
Girl Rising,2013,PG-13,101,89,0.8
Repentance,2013,R,90,0,1.2
The Disappearance of Eleanor Rigby: Him,2013,R,89,63,0.6
Jimi: All Is by My Side,2013,R,118,66,0.3
Gimme Shelter,2013,PG-13,101,22,1.4
Third Person,2013,R,137,23,1
The Last of Robin Hood,2013,R,94,29,0.3
Afflicted,2013,R,85,79,0.1
Inequality for All,2013,PG,89,90,1.2
Paranormal Activity: The Marked Ones,2014,R,84,37,32.4
3 Nights in the Desert,2014,R,90,40,0.0013
The Legend of Hercules,2014,PG-13,99,3,18.8
Jack Ryan: Shadow Recruit,2014,PG-13,105,56,50.5
Devil's Due,2014,R,89,18,15.8
Ride Along,2014,PG-13,99,18,134.1
The Nut Job,2014,PG,85,10,64.2
Fed Up,2014,PG,92,81,1.5
Land Ho!,2014,R,95,80,0.7
That Awkward Moment,2014,R,94,23,26
The Lego Movie,2014,PG,100,96,257.8
Vampire Academy,2014,PG-13,104,9,7.8
The Monuments Men,2014,PG-13,118,31,78
RoboCop,2014,PG-13,117,49,58.6
Winter's Tale,2014,PG-13,118,13,12.6
Endless Love,2014,PG-13,104,15,23.4
About Last Night,2014,R,100,68,48.6
3 Days to Kill,2014,PG-13,117,28,30.7
Pompeii,2014,PG-13,105,28,23.2
Non-Stop,2014,PG-13,106,60,91.7
Son of God,2014,PG-13,138,21,59.7
Mr. Peabody & Sherman,2014,PG,92,79,111.5
300: Rise of an Empire,2014,R,102,42,106.6
The Great Invisible,2014,PG-13,92,90,0.01
Take Me to the River,2014,PG,95,70,0.0686
Veronica Mars,2014,PG-13,107,78,3.3
Need for Speed,2014,PG-13,132,22,43.6
The Single Moms Club,2014,PG-13,111,16,16
The Bag Man,2014,R,108,10,0.0488
Divergent,2014,PG-13,139,40,150.8
50 to 1,2014,PG-13,110,17,1.1
Muppets Most Wanted,2014,PG,107,78,51.2
God's Not Dead,2014,PG,113,16,60.8
Noah,2014,PG-13,138,77,101.2
Sabotage,2014,R,109,19,10.5
Cesar Chavez,2014,PG-13,102,41,5.6
Captain America: The Winter Soldier,2014,PG-13,136,89,259.7
13 Sins,2014,R,93,62,0.0091
Draft Day,2014,R,110,61,28.8
Rio 2,2014,G,101,48,131.5
The Raid 2,2014,R,150,79,2.6
Jinn,2014,PG-13,97,10,0.1
Heaven Is for Real,2014,PG,99,46,91.4
A Haunted House 2,2014,R,86,8,17.3
Transcendence,2014,PG-13,119,19,23
Bears,2014,G,78,89,17.8
Ballet 422,2014,PG,75,86,0.3
Glen Campbell: I'll Be Me,2014,PG,116,100,0.4
Two-Bit Waltz,2014,R,81,0,0.0021
The Quiet Ones,2014,PG-13,98,36,8.5
The Other Woman,2014,PG-13,109,23,83.9
The M Word,2014,R,117,38,0.1
Walk of Shame,2014,R,95,12,0.0398
The Amazing Spider-Man 2,2014,PG-13,142,53,202.9
Moms' Night Out,2014,PG,98,18,10.4
The Hornet's Nest,2014,R,93,76,0.3
Neighbors,2014,R,97,73,150.1
Million Dollar Arm,2014,PG,124,62,36.4
Godzilla,2014,PG-13,123,74,200.7
Blended,2014,PG-13,117,14,46.3
X-Men: Days of Future Past,2014,PG-13,132,91,233.9
A Million Ways to Die in the West,2014,R,116,33,42.6
Maleficent,2014,PG,97,49,241.4
Edge of Tomorrow,2014,PG-13,113,90,100.1
The Fault in Our Stars,2014,PG-13,126,81,124.9
22 Jump Street,2014,R,112,85,191.7
Hellion,2014,R,99,60,0.0461
How to Train Your Dragon 2,2014,PG,102,92,177
Think Like a Man Too,2014,PG-13,106,23,65.2
Jersey Boys,2014,R,134,52,47
The Rover,2014,R,103,65,1.1
The Homesman,2014,R,122,82,2.4
The Living,2014,R,89,43,0.0054
Happy Christmas,2014,R,82,75,0.0289
Whitey: United States of America v. James J. Bulger,2014,R,107,80,0.0756
Transformers: Age of Extinction,2014,PG-13,165,18,245.4
Deliver Us from Evil,2014,R,118,28,30.6
Earth to Echo,2014,PG,91,48,38.9
America: Imagine the World Without Her,2014,PG-13,105,8,14.4
Tammy,2014,R,97,23,84.5
Life Itself,2014,R,120,97,0.8
